Green, [21456, 22800, 21632, 22080, 22160, 22032, 22544, 21856, 22368, 22112, 22624, 21712, 22144, 22656, 21440, 23840, 23840, 44352, 43360, 39264, 42000, 43744, 42064, 37216, 37520, 35296, 34368, 34128, 31664, 34400, 32160, 22224, 21744, 21760, 22896, 21632, 22640, 21504, 22288, 22368, 21776, 21968, 22528]
Green, [22448, 22400, 22480, 21728, 22688, 21184, 22400, 23040, 21520, 22512, 22368, 21536, 22496, 21520, 22160, 23168, 21760, 22848, 22160, 23344, 29200, 38640, 45808, 44656, 41680, 41296, 42272, 40176, 39360, 38944, 37680, 34704, 34384, 32848, 24240, 22128, 22144, 22128, 22640, 21520, 22720, 22704, 21168]
Green, [22640, 21200, 22240, 22848, 21536, 22128, 21728, 21808, 22256, 22432, 22080, 21936, 21824, 22864, 21104, 22000, 22528, 22288, 21616, 21936, 22064, 23424, 21760, 39488, 45696, 42896, 44080, 42464, 41456, 41312, 39488, 40032, 37376, 39568, 38656, 37680, 32496, 21168, 21584, 21632, 22704, 21888, 22320]
Green, [22560, 22384, 22768, 22416, 22432, 22432, 22832, 22672, 22160, 22208, 22880, 21760, 22608, 21296, 21536, 22736, 22144, 22256, 22064, 24128, 28240, 38384, 36528, 44304, 46128, 40176, 42704, 42256, 41088, 39520, 40944, 42288, 41440, 38624, 32144, 23120, 21984, 22544, 22240, 23168, 21824, 22144, 23056]
Green, [21376, 22816, 21984, 21936, 23200, 22192, 21552, 21408, 22128, 21936, 21040, 22288, 23072, 21632, 22688, 21920, 21920, 26736, 23152, 29600, 40576, 42336, 44912, 47856, 44560, 40576, 39712, 40912, 39264, 39856, 37408, 36800, 36912, 36624, 33248, 23568, 21616, 21872, 23008, 21952, 22432, 21424, 21584]
Green, [23280, 21712, 21808, 21360, 21536, 22432, 22256, 21472, 22704, 22288, 22736, 22304, 21344, 22272, 22176, 21680, 21904, 21648, 22288, 23008, 21808, 22256, 33584, 40880, 43920, 43440, 42352, 41536, 42848, 41088, 40976, 41168, 39296, 40736, 37248, 39488, 26688, 22304, 22224, 22016, 22576, 22416, 21680]
Green, [21952, 21760, 22352, 22192, 22832, 22528, 22720, 21840, 22160, 21744, 22928, 21168, 22560, 22784, 21120, 22544, 22176, 22048, 22176, 20672, 22096, 36928, 38464, 42320, 42784, 42624, 41600, 40576, 40320, 40240, 38384, 40192, 39520, 38288, 34256, 24800, 22960, 22064, 22176, 22512, 22592, 21616, 21888]
Green, [23424, 21120, 22848, 21744, 21248, 22160, 22960, 21232, 21984, 20960, 22160, 22432, 22384, 21936, 21824, 23056, 22336, 20960, 22800, 26512, 29216, 30832, 41664, 41696, 44560, 41664, 42240, 40592, 40544, 40368, 37424, 36784, 37168, 39008, 38768, 39472, 22960, 21488, 21728, 22176, 23088, 22240, 22640]
Green, [21408, 22704, 21776, 22752, 22336, 21696, 21216, 23008, 21728, 22624, 21664, 22272, 22016, 21312, 21904, 23056, 20976, 23104, 23008, 25808, 25824, 33488, 39392, 41056, 45376, 40512, 44256, 42448, 42432, 38592, 36752, 37792, 35808, 33904, 35856, 34912, 24528, 22528, 21936, 23024, 21792, 21792, 22032]
Green, [22864, 22016, 22400, 21888, 22368, 21648, 21504, 20960, 22256, 21392, 21904, 22672, 21472, 22560, 22576, 20832, 22848, 22384, 21520, 24448, 21872, 23488, 38848, 42864, 44064, 43120, 40176, 42624, 41328, 40224, 40048, 36976, 38048, 38368, 39328, 35376, 33088, 24976, 22896, 21664, 22512, 22576, 21328]
Green, [21792, 22352, 22032, 23200, 22576, 21280, 22576, 21616, 22656, 22016, 21296, 22896, 21296, 21200, 22336, 21600, 22544, 22320, 21888, 21648, 24032, 22848, 28432, 39664, 41600, 42096, 40464, 42032, 40336, 39904, 38752, 39184, 39152, 38416, 36896, 38272, 29888, 22528, 22560, 22400, 22912, 21584, 22384]
Green, [22112, 22560, 22400, 22096, 22896, 21392, 21568, 22432, 22080, 23456, 21616, 22224, 22784, 21136, 22000, 22880, 22016, 22688, 22400, 25040, 24928, 43072, 46160, 41616, 39520, 41840, 38336, 38096, 37664, 37296, 31600, 33488, 34304, 35280, 36832, 25936, 22720, 22944, 22320, 21648, 21168, 23040, 22496]
Green, [22480, 21680, 21536, 23424, 22144, 22096, 22336, 22032, 21792, 21712, 21408, 23392, 20896, 22304, 22144, 22192, 23152, 22304, 22576, 31296, 42608, 43104, 45904, 41600, 42592, 40704, 41536, 39104, 39504, 39424, 38160, 36736, 37728, 26192, 22752, 23680, 21328, 21456, 24272, 22560, 21328, 22416, 21600]
Green, [22320, 22096, 22832, 22144, 22384, 22128, 22496, 21952, 22288, 22352, 22032, 21712, 22144, 20672, 22208, 22032, 22672, 21696, 21584, 25296, 25904, 34640, 42352, 42368, 41600, 41968, 41456, 41536, 40096, 40352, 39008, 38736, 41232, 38208, 28704, 21984, 22208, 22128, 22992, 21824, 22304, 22848, 22448]
Green, [23488, 22272, 21728, 22624, 21728, 22800, 22624, 21408, 23424, 21520, 21840, 22592, 22112, 22432, 22528, 21504, 23520, 21584, 21840, 23360, 29920, 37792, 47792, 37712, 40464, 43216, 40832, 39776, 37120, 39136, 38256, 37248, 37104, 34336, 26672, 23568, 21056, 22208, 22416, 21440, 22752, 22720, 22032]
Green, [22320, 22560, 21280, 23008, 22608, 22080, 22832, 22192, 22064, 23120, 21424, 21856, 22528, 22656, 22304, 23232, 21872, 22160, 22336, 21296, 24864, 23072, 26064, 31168, 37440, 41056, 39312, 41680, 39056, 38928, 35632, 30640, 30512, 30928, 28976, 29088, 31344, 25344, 22416, 22528, 21920, 22704, 21920]
Yellow, [23312, 17920, 21552, 18720, 17488, 17856, 18016, 18544, 17792, 19632, 20576, 21056, 22176, 21712, 21952, 23152, 20752, 22352, 31536, 38672, 43280, 56784, 54144, 45744, 45392, 44720, 55232, 50160, 41392, 33520, 32768, 30272, 23280, 22224, 22640, 22000, 22912, 21760, 21664, 22592, 24048, 21120, 23232]
Yellow, [23232, 21312, 23120, 22224, 22096, 22704, 21696, 22656, 21840, 22352, 22656, 23184, 21312, 27920, 31024, 41616, 48432, 58480, 46272, 40752, 41296, 31440, 42960, 40912, 37584, 28992, 26944, 19776, 16640, 18544, 19168, 20832, 18064, 21648, 16976, 22848, 21248, 17456, 21872, 17040, 17904, 22512, 23488]
Yellow, [22832, 22256, 22464, 23552, 21296, 21728, 22128, 21296, 21760, 21536, 21872, 22448, 21440, 22816, 23808, 21520, 22352, 30720, 32848, 45936, 47760, 60640, 53136, 44560, 43184, 45296, 44976, 41504, 38144, 31952, 30464, 24896, 21856, 22320, 22192, 22208, 22608, 22176, 22464, 22496, 21120, 22224, 21600]
Yellow, [23920, 22656, 21744, 23360, 21472, 21568, 22112, 22272, 22896, 22000, 22240, 22752, 21760, 22160, 23488, 28256, 34896, 43296, 50848, 59936, 40608, 45968, 40064, 45936, 47360, 40400, 33328, 27968, 29888, 22944, 22384, 22432, 21840, 22848, 22624, 22368, 23152, 21280, 21712, 22592, 22432, 22352, 21984]
Yellow, [22944, 22416, 22432, 22688, 22656, 22304, 22048, 22016, 22752, 21040, 21056, 22752, 21856, 22912, 27424, 34848, 43408, 51712, 67696, 51888, 40784, 45056, 46064, 41376, 41712, 41088, 31328, 31408, 25088, 21552, 23168, 21472, 22400, 21904, 22496, 22672, 22800, 21984, 22608, 21520, 22176, 22512, 21824]
Yellow, [21664, 22912, 21488, 22160, 23392, 21744, 22144, 23520, 21120, 22864, 22208, 22016, 22736, 21520, 22704, 23152, 22624, 28640, 48720, 49184, 58752, 53104, 42528, 46432, 43376, 44592, 41632, 38768, 30224, 29680, 24160, 23104, 21296, 22400, 22928, 21600, 22064, 23104, 21584, 22576, 22704, 22176, 23632]
Yellow, [22704, 23248, 23136, 22912, 22400, 22896, 22784, 22848, 22512, 22416, 22304, 20640, 22912, 21936, 21536, 22896, 21664, 26880, 31632, 45184, 54352, 59744, 53296, 41792, 38640, 44800, 48256, 42880, 36160, 35184, 30992, 25696, 22416, 21392, 22752, 22368, 21648, 22784, 21456, 22096, 23056, 22288, 22640]
Yellow, [22064, 22976, 22880, 22784, 22464, 22800, 22000, 22528, 23392, 22016, 22416, 22544, 22832, 22832, 22848, 21328, 23552, 29632, 41248, 43520, 59904, 48064, 41328, 43104, 43792, 45952, 40528, 34560, 33312, 33856, 25488, 22224, 23712, 23056, 21888, 23056, 22672, 21920, 23408, 21792, 21840, 23152, 21200]
Yellow, [22096, 22576, 22736, 23808, 21920, 22400, 22704, 22000, 22512, 22816, 22512, 22192, 21744, 22432, 23104, 30928, 40688, 52400, 66528, 46608, 44864, 48096, 42112, 45328, 47696, 39680, 32656, 28528, 23984, 22432, 21856, 22288, 21696, 22752, 22048, 21664, 22272, 21536, 22608, 22192, 22160, 21776, 21312]
Yellow, [22176, 22592, 21984, 22400, 22512, 21328, 22512, 22416, 21344, 23184, 22144, 21024, 23104, 21360, 22960, 31552, 43680, 45104, 61424, 48000, 46944, 49728, 44848, 48608, 48128, 41264, 36992, 29952, 25520, 23024, 21280, 22736, 21808, 22112, 22944, 22896, 21984, 22656, 21312, 22336, 22592, 21552, 22432]
Yellow, [24256, 22176, 22832, 23232, 20576, 21792, 23360, 21648, 22624, 23488, 21664, 23136, 21920, 22528, 22160, 22128, 29392, 46192, 53936, 52464, 41344, 49120, 52336, 45952, 52096, 47136, 39584, 32704, 32320, 23024, 22896, 22560, 21088, 22304, 22240, 22336, 22320, 21632, 21472, 23024, 21184, 21600, 23200]
Yellow, [23184, 21696, 22288, 22336, 22720, 22048, 21792, 22512, 21696, 22448, 21904, 21600, 22256, 22688, 22896, 21824, 34016, 49232, 49200, 59616, 42960, 48864, 51520, 53648, 54848, 54128, 40992, 33456, 28224, 23584, 22576, 22864, 21072, 22224, 22128, 22384, 22256, 21424, 22448, 23744, 22112, 21984, 22160]
Yellow, [22176, 22016, 22032, 22816, 21616, 23168, 21728, 22352, 23456, 21312, 23024, 22416, 21808, 22064, 32048, 51152, 52944, 56656, 41536, 45616, 46608, 49856, 53712, 49632, 43520, 33328, 32400, 24880, 23024, 22880, 22992, 22128, 22080, 23136, 22240, 22384, 23088, 21760, 22432, 23216, 22464, 23024, 21984]
Yellow, [22640, 22928, 22992, 22304, 22288, 22272, 23152, 22752, 21856, 22624, 21776, 22208, 22464, 21920, 25680, 37280, 45920, 60768, 54240, 38400, 47632, 44992, 48416, 56304, 37840, 37168, 29856, 23616, 23568, 22320, 22960, 22400, 21760, 21952, 22768, 22000, 23328, 22672, 22272, 23344, 23200, 22576, 21984]
Yellow, [22112, 22208, 21312, 22384, 23216, 21968, 22736, 22448, 21120, 22768, 22144, 22272, 22912, 22576, 30960, 43248, 47856, 56768, 43936, 48080, 49136, 46752, 48304, 47248, 33712, 31840, 30512, 24160, 21952, 21264, 23200, 21632, 21936, 21616, 22800, 22848, 22160, 21264, 21936, 23504, 21696, 22176, 22912]
Yellow, [22416, 22768, 22656, 22848, 22656, 21952, 22000, 23184, 22384, 21392, 21456, 21296, 22736, 23152, 29104, 42752, 45104, 59056, 49984, 44112, 45936, 40016, 51360, 44960, 35488, 32032, 28960, 23616, 22752, 21536, 23072, 22144, 20608, 22384, 22944, 21520, 22336, 22672, 21296, 22512, 21504, 23264, 21504]
Yellow, [21808, 23136, 22400, 21536, 22784, 21936, 22432, 22592, 21888, 22672, 22544, 22176, 22272, 22976, 24656, 34256, 45632, 57872, 64080, 41520, 52176, 52944, 48896, 56224, 48880, 40800, 37680, 26624, 22128, 23712, 21504, 22816, 22720, 22000, 22304, 22912, 21280, 22176, 23360, 21520, 22192, 21040, 23056]
Yellow, [21904, 22592, 21824, 22880, 22768, 22112, 22448, 21584, 22448, 22128, 22784, 21776, 22400, 25760, 30960, 43024, 54464, 59456, 41040, 42960, 46352, 44400, 48096, 54736, 43008, 34496, 29344, 22768, 22400, 22064, 22336, 22608, 21920, 22080, 21952, 22240, 22656, 20992, 22528, 22880, 21616, 22576, 22224]
Yellow, [22464, 22224, 22432, 22608, 22848, 21744, 22176, 23616, 22352, 21488, 22784, 22320, 22000, 22944, 27056, 47312, 44640, 58512, 50720, 47152, 46272, 48112, 56976, 52208, 46624, 34112, 34256, 23728, 21408, 22224, 23344, 21920, 22224, 22352, 22416, 22048, 22496, 22000, 22816, 22224, 23216, 22224, 22688]
Yellow, [23104, 22336, 21152, 23456, 21984, 22336, 22096, 21136, 22976, 22864, 21584, 22864, 27008, 30912, 47424, 46496, 54848, 41472, 47440, 48928, 45168, 49408, 46272, 41872, 36720, 30656, 26480, 22336, 21840, 21680, 22624, 22896, 23024, 22256, 22288, 22000, 22576, 22176, 21120, 23568, 21040, 22592, 24000]
Yellow, [23616, 22288, 22032, 23568, 22832, 22368, 21936, 22128, 23040, 21808, 21728, 22832, 22256, 21472, 24288, 30272, 41680, 43808, 57168, 54656, 40080, 48512, 49664, 43296, 42528, 38272, 35984, 32896, 24528, 23280, 23312, 22544, 22624, 21984, 21744, 23248, 22480, 22512, 22000, 19792, 23008, 21888, 22464]
Yellow, [22448, 21712, 23232, 23152, 23296, 22768, 22400, 22496, 22240, 21552, 22496, 22480, 21536, 21440, 21632, 24128, 36688, 48032, 58016, 65152, 44576, 45280, 47984, 51728, 43120, 36576, 35968, 32816, 22992, 22880, 22512, 22592, 22272, 22768, 21312, 22432, 22496, 22784, 22000, 22528, 21328, 22384, 21184]
Yellow, [21568, 22880, 22240, 22816, 22544, 22928, 21632, 22320, 20896, 23232, 21520, 21584, 22416, 22688, 22944, 31744, 41936, 41984, 59568, 46944, 42320, 40608, 43456, 43792, 39664, 35600, 34976, 28384, 21584, 22800, 22512, 22608, 22416, 21536, 23408, 22048, 21408, 22272, 21824, 21680, 23424, 20832, 21824]
Yellow, [22816, 22736, 22624, 22480, 21872, 21984, 22992, 23008, 22800, 22240, 21728, 22736, 21920, 23840, 21536, 25792, 45200, 48576, 61120, 50304, 46400, 47968, 41840, 41280, 39184, 34992, 34704, 26912, 22288, 22160, 23056, 21952, 22480, 21664, 21952, 22432, 22000, 21664, 21968, 21744, 22576, 22608, 22336]
Yellow, [23312, 23472, 22096, 23456, 21984, 21840, 22416, 21872, 22096, 21984, 21664, 23264, 20752, 26928, 39360, 47744, 50432, 64288, 43968, 38400, 43264, 53328, 43872, 34944, 34080, 34640, 29056, 23392, 22336, 22400, 23824, 21584, 21984, 23120, 20880, 21376, 23184, 21456, 23152, 23456, 22016, 22656, 21984]
Yellow, [22048, 21728, 23344, 22064, 21952, 22368, 21440, 22432, 21840, 21840, 22704, 21920, 22304, 22912, 30256, 36784, 44016, 50880, 64032, 42240, 41632, 39424, 38256, 39968, 34160, 33504, 32240, 26448, 21840, 22160, 22144, 21616, 23120, 21808, 21600, 22432, 22432, 22928, 22880, 21312, 22288, 22464, 22000]
Yellow, [21888, 22848, 22496, 21584, 22416, 21920, 21344, 24016, 22448, 22928, 22768, 21936, 23248, 22176, 22320, 23232, 28560, 38320, 47600, 57776, 61408, 40288, 38464, 34352, 40672, 41504, 35376, 32832, 31072, 23936, 22224, 22480, 22192, 22064, 23120, 21328, 22032, 22048, 21360, 22880, 22640, 22720, 22960]
Yellow, [22288, 22256, 21584, 21056, 23344, 21744, 22240, 21968, 22832, 22240, 22896, 21968, 21904, 21200, 22320, 23136, 29328, 41888, 43616, 51936, 40720, 40704, 39888, 39824, 41504, 38496, 36816, 33296, 27456, 23104, 21472, 21376, 23696, 22432, 22928, 22640, 21520, 22464, 21568, 21440, 23024, 21520, 22192]
Yellow, [22240, 22736, 24112, 21984, 21872, 22112, 21632, 22528, 21472, 23696, 22064, 21824, 22112, 23024, 21648, 26272, 36192, 45120, 52032, 49104, 38928, 39536, 35872, 48176, 42880, 43808, 33568, 35440, 23232, 22304, 22272, 21600, 23088, 21888, 22944, 23264, 21600, 22480, 23376, 22464, 23712, 21104, 22848]
Yellow, [22736, 22432, 22112, 23424, 21648, 21952, 22368, 22064, 22416, 21200, 22240, 22464, 22800, 21456, 22560, 23504, 29424, 35920, 46288, 61440, 48480, 38704, 40640, 40704, 47536, 43216, 38432, 33360, 32832, 26432, 22688, 23520, 22320, 22208, 22256, 21936, 21456, 21968, 22688, 22064, 21840, 21184, 22608]
Red, [18576, 19616, 21232, 22192, 22384, 21792, 22864, 22272, 23280, 23040, 22080, 22800, 22688, 21184, 24512, 26688, 30576, 39280, 47632, 52688, 57600, 54240, 44128, 28912, 23168, 24576, 26720, 16912, 17792, 18064, 22496, 22576, 17536, 16832, 16864, 18432, 17600, 21936, 22720, 22192, 23328, 22784, 18672]
Red, [22704, 20720, 21824, 21568, 21472, 22544, 22224, 21760, 21792, 22064, 21296, 23248, 21664, 22736, 22720, 27184, 33920, 48288, 43680, 57072, 57424, 43456, 32256, 26688, 27552, 29296, 24672, 21712, 22768, 22144, 23232, 22208, 21488, 21920, 22208, 20848, 22320, 22096, 21584, 22624, 21456, 22112, 22320]
Red, [22608, 22752, 21712, 23504, 22432, 21952, 23152, 21968, 21072, 21680, 21584, 21648, 22272, 21824, 31152, 39680, 42816, 64400, 59360, 36576, 27488, 26256, 24544, 22784, 22544, 22288, 22560, 21856, 22736, 22800, 21056, 23216, 21600, 22192, 21824, 23104, 21024, 23408, 21648, 23600, 22688, 21744, 22432]
Red, [23088, 21776, 23792, 21632, 22400, 22960, 21776, 21504, 22512, 22928, 21168, 22608, 22240, 22496, 23648, 24416, 29680, 37808, 40832, 45232, 49296, 45248, 34496, 30176, 27888, 25040, 22800, 21984, 23344, 22672, 22832, 22896, 22432, 23152, 22576, 21616, 20688, 19968, 22688, 19872, 17744, 19968, 18400]
Red, [21840, 22832, 21968, 23424, 22256, 21616, 22864, 21152, 21536, 21664, 20960, 22176, 22304, 18880, 28480, 35936, 36672, 54864, 61648, 63232, 38624, 32496, 27840, 28368, 26352, 24928, 22432, 20576, 22896, 21584, 22432, 23424, 20544, 22752, 22048, 22000, 21376, 22208, 21472, 17040, 17536, 22512, 21728]
Red, [20672, 22704, 22688, 17792, 17856, 20576, 17424, 19520, 18720, 23008, 20896, 17024, 18384, 18208, 22720, 28672, 38352, 44560, 49296, 50496, 44848, 39200, 29520, 27680, 26800, 25264, 22608, 21904, 21600, 22816, 21360, 21440, 19232, 20976, 22192, 22464, 21440, 22752, 22160, 21968, 22960, 22480, 23568]
Red, [22192, 23984, 22176, 22080, 23376, 21568, 22032, 23088, 21856, 23152, 21696, 21776, 22640, 21552, 21856, 22480, 22624, 28768, 37712, 45152, 57856, 55200, 48688, 38992, 33056, 28432, 28864, 25600, 22288, 23664, 21792, 22608, 22704, 22048, 22432, 22048, 21424, 22384, 21152, 21808, 21520, 20288, 22768]
Red, [22464, 22544, 21584, 23168, 21776, 22464, 22960, 21952, 22208, 22704, 21776, 22192, 23136, 22368, 25888, 27152, 38368, 43920, 53920, 58624, 58752, 42672, 33232, 25360, 26080, 23936, 23232, 21696, 22560, 22800, 22592, 22656, 21824, 22192, 22128, 23024, 21424, 22352, 21824, 21856, 22992, 21840, 22224]
Red, [21856, 23888, 22288, 21952, 23184, 21280, 23024, 22272, 21360, 22976, 23296, 22608, 22256, 21152, 22656, 22496, 21344, 22768, 26528, 42352, 43552, 59680, 61808, 47072, 30448, 30016, 29184, 25616, 22736, 22656, 22256, 23072, 22256, 22000, 22592, 22704, 21600, 23424, 22640, 22000, 22272, 21760, 22064]
Red, [22768, 21008, 22912, 23200, 22624, 22864, 22944, 22032, 22848, 22736, 21712, 22240, 22016, 21424, 23648, 23808, 34224, 42112, 48784, 62080, 54400, 50032, 31088, 27568, 25104, 23472, 22032, 23008, 23168, 21968, 21488, 23392, 21872, 21504, 22272, 22000, 22464, 22800, 22080, 21920, 24032, 22096, 22784]
Red, [22384, 22352, 22208, 23600, 22144, 22768, 22864, 23056, 22704, 22768, 22752, 22912, 21888, 21792, 22960, 21696, 24544, 33680, 42656, 47504, 55984, 55088, 52032, 35520, 26704, 30400, 25120, 26080, 22336, 22544, 22192, 23232, 22528, 22032, 22160, 22640, 21920, 23888, 22800, 22320, 22752, 21648, 22064]
Red, [23536, 22592, 21488, 23152, 22608, 21728, 22400, 22688, 22432, 22192, 22016, 21936, 23200, 22544, 21584, 23456, 22560, 21760, 27808, 33392, 37728, 51552, 52544, 48288, 40208, 36288, 29184, 28656, 27056, 22240, 21760, 21728, 23664, 22672, 22000, 23232, 21040, 22912, 23168, 22976, 23200, 23008, 21920]
Red, [23088, 21776, 22656, 22144, 22208, 21808, 22672, 21184, 22656, 22352, 21328, 23088, 22336, 21136, 22144, 21712, 22272, 29824, 39920, 45408, 61888, 51408, 45008, 32384, 28336, 28368, 25392, 22592, 21904, 22192, 23184, 22592, 21888, 22352, 22560, 20800, 21760, 22304, 21728, 21808, 22496, 22736, 22464]
Red, [22128, 22240, 22816, 22368, 22704, 22400, 22928, 21856, 22880, 23024, 21856, 23520, 22368, 20960, 22960, 22016, 26000, 35552, 43344, 54816, 58752, 51280, 37552, 31808, 25424, 27888, 24944, 23072, 22896, 21744, 22864, 22368, 21744, 23152, 22688, 22096, 22400, 23376, 21856, 22512, 22624, 21680, 23184]
